dispatch_date,violent_offense_count,felony_count,misdemeanor_count,year,year_group,dispatch_wday,dispatch_month,dispatch_quarter,tmax,tmin
2008-04-03,52,58,90,2008,2006-2009,Thursday,April,2,54.0,49.0
2008-04-04,52,59,113,2008,2006-2009,Friday,April,2,58.0,39.0
2008-04-05,54,63,160,2008,2006-2009,Saturday,April,2,61.0,46.0
2008-04-06,62,76,150,2008,2006-2009,Sunday,April,2,50.0,41.0
2008-04-07,46,53,133,2008,2006-2009,Monday,April,2,50.0,42.0
2008-04-08,57,72,119,2008,2006-2009,Tuesday,April,2,60.0,42.0
2008-04-09,50,56,134,2008,2006-2009,Wednesday,April,2,62.0,44.0
2008-04-10,68,75,120,2008,2006-2009,Thursday,April,2,76.0,58.0
2008-04-11,57,66,151,2008,2006-2009,Friday,April,2,76.0,59.0
2008-04-12,66,72,161,2008,2006-2009,Saturday,April,2,75.0,50.0
2008-04-13,80,86,139,2008,2006-2009,Sunday,April,2,58.0,39.0
2008-04-14,52,64,103,2008,2006-2009,Monday,April,2,59.0,43.0
2008-04-15,59,70,139,2008,2006-2009,Tuesday,April,2,62.0,44.0
2008-04-16,41,48,110,2008,2006-2009,Wednesday,April,2,67.0,47.0
2008-04-17,52,59,111,2008,2006-2009,Thursday,April,2,78.0,53.0
2008-04-18,54,65,151,2008,2006-2009,Friday,April,2,86.0,60.0
2008-04-19,65,78,128,2008,2006-2009,Saturday,April,2,89.0,56.0
2008-04-20,58,64,162,2008,2006-2009,Sunday,April,2,76.0,52.0
2008-04-21,59,75,149,2008,2006-2009,Monday,April,2,66.0,51.0
2008-04-22,47,60,107,2008,2006-2009,Tuesday,April,2,72.0,55.0
2008-04-23,64,73,137,2008,2006-2009,Wednesday,April,2,77.0,60.0
2008-04-24,46,54,125,2008,2006-2009,Thursday,April,2,80.0,57.0
2008-04-25,48,59,142,2008,2006-2009,Friday,April,2,80.0,60.0
2008-04-26,54,65,141,2008,2006-2009,Saturday,April,2,65.0,47.0
2008-04-27,61,72,132,2008,2006-2009,Sunday,April,2,58.0,48.0
2008-04-28,53,68,111,2008,2006-2009,Monday,April,2,65.0,49.0
2008-04-29,48,56,146,2008,2006-2009,Tuesday,April,2,62.0,45.0
2008-04-30,38,48,130,2008,2006-2009,Wednesday,April,2,60.0,47.0
2008-05-01,53,60,117,2008,2006-2009,Thursday,May,2,66.0,52.0
2008-05-02,52,63,112,2008,2006-2009,Friday,May,2,75.0,51.0
2008-05-03,53,60,108,2008,2006-2009,Saturday,May,2,63.0,51.0
2008-05-04,47,50,128,2008,2006-2009,Sunday,May,2,74.0,54.0
2008-05-05,60,69,104,2008,2006-2009,Monday,May,2,73.0,55.0
2008-05-06,42,48,110,2008,2006-2009,Tuesday,May,2,79.0,59.0
2008-05-07,49,64,152,2008,2006-2009,Wednesday,May,2,83.0,66.0
2008-05-08,53,63,120,2008,2006-2009,Thursday,May,2,76.0,52.0
2008-05-09,59,69,91,2008,2006-2009,Friday,May,2,55.0,48.0
2008-05-10,39,45,145,2008,2006-2009,Saturday,May,2,64.0,51.0
2008-05-11,61,71,139,2008,2006-2009,Sunday,May,2,65.0,48.0
2008-05-12,41,54,105,2008,2006-2009,Monday,May,2,59.0,46.0
2008-05-13,63,77,102,2008,2006-2009,Tuesday,May,2,75.0,51.0
2008-05-14,61,70,74,2008,2006-2009,Wednesday,May,2,78.0,63.0
2008-05-15,56,61,104,2008,2006-2009,Thursday,May,2,79.0,58.0
2008-05-16,44,50,111,2008,2006-2009,Friday,May,2,61.0,49.0
2008-05-17,46,58,134,2008,2006-2009,Saturday,May,2,73.0,56.0
2008-05-18,79,92,141,2008,2006-2009,Sunday,May,2,70.0,51.0
2008-05-19,42,50,120,2008,2006-2009,Monday,May,2,61.0,51.0
2008-05-20,43,54,110,2008,2006-2009,Tuesday,May,2,59.0,49.0
2008-05-21,55,64,113,2008,2006-2009,Wednesday,May,2,70.0,52.0
2008-05-22,44,62,121,2008,2006-2009,Thursday,May,2,62.0,51.0
2008-05-23,42,50,107,2008,2006-2009,Friday,May,2,71.0,55.0
2008-05-24,51,63,134,2008,2006-2009,Saturday,May,2,74.0,55.0
2008-05-25,59,64,121,2008,2006-2009,Sunday,May,2,79.0,59.0
2008-05-26,50,54,135,2008,2006-2009,Monday,May,2,84.0,69.0
2008-05-27,71,85,150,2008,2006-2009,Tuesday,May,2,86.0,56.0
2008-05-28,58,71,123,2008,2006-2009,Wednesday,May,2,72.0,53.0
2008-05-29,53,70,129,2008,2006-2009,Thursday,May,2,79.0,60.0
2008-05-30,57,67,148,2008,2006-2009,Friday,May,2,84.0,66.0
2008-05-31,71,80,113,2008,2006-2009,Saturday,May,2,79.0,67.0
2008-06-01,71,79,158,2008,2006-2009,Sunday,June,2,85.0,61.0
2008-06-02,61,80,124,2008,2006-2009,Monday,June,2,81.0,66.0
2008-06-03,47,62,99,2008,2006-2009,Tuesday,June,2,85.0,62.0
2008-06-04,56,62,108,2008,2006-2009,Wednesday,June,2,81.0,64.0
2008-06-05,43,52,104,2008,2006-2009,Thursday,June,2,78.0,63.0
2008-06-06,62,72,124,2008,2006-2009,Friday,June,2,82.0,67.0
2008-06-07,68,77,111,2008,2006-2009,Saturday,June,2,96.0,76.0
2008-06-08,59,69,112,2008,2006-2009,Sunday,June,2,96.0,82.0
2008-06-09,65,78,110,2008,2006-2009,Monday,June,2,99.0,82.0
2008-06-10,69,81,104,2008,2006-2009,Tuesday,June,2,99.0,72.0
2008-06-11,59,71,96,2008,2006-2009,Wednesday,June,2,88.0,72.0
2008-06-12,60,69,124,2008,2006-2009,Thursday,June,2,91.0,72.0
2008-06-13,60,68,118,2008,2006-2009,Friday,June,2,89.0,72.0
2008-06-14,64,70,138,2008,2006-2009,Saturday,June,2,91.0,70.0
2008-06-15,75,81,141,2008,2006-2009,Sunday,June,2,88.0,71.0
2008-06-16,63,73,131,2008,2006-2009,Monday,June,2,89.0,65.0
2008-06-17,60,71,106,2008,2006-2009,Tuesday,June,2,79.0,62.0
2008-06-18,49,64,127,2008,2006-2009,Wednesday,June,2,77.0,57.0
2008-06-19,65,75,140,2008,2006-2009,Thursday,June,2,77.0,62.0
2008-06-20,60,75,128,2008,2006-2009,Friday,June,2,82.0,69.0
2008-06-21,59,69,137,2008,2006-2009,Saturday,June,2,89.0,71.0
2008-06-22,57,66,129,2008,2006-2009,Sunday,June,2,87.0,73.0
2008-06-23,62,70,111,2008,2006-2009,Monday,June,2,87.0,63.0
2008-06-24,54,64,123,2008,2006-2009,Tuesday,June,2,82.0,67.0
2008-06-25,63,75,113,2008,2006-2009,Wednesday,June,2,87.0,73.0
2008-06-26,53,59,122,2008,2006-2009,Thursday,June,2,88.0,76.0
2008-06-27,64,75,136,2008,2006-2009,Friday,June,2,94.0,72.0
2008-06-28,72,79,127,2008,2006-2009,Saturday,June,2,92.0,75.0
2008-06-29,77,85,131,2008,2006-2009,Sunday,June,2,91.0,72.0
2008-06-30,62,72,131,2008,2006-2009,Monday,June,2,87.0,68.0
2008-07-01,55,63,126,2008,2006-2009,Tuesday,July,3,87.0,68.0
2008-07-02,53,70,104,2008,2006-2009,Wednesday,July,3,87.0,71.0
2008-07-03,59,69,119,2008,2006-2009,Thursday,July,3,92.0,75.0
2008-07-04,50,54,130,2008,2006-2009,Friday,July,3,82.0,69.0
2008-07-05,62,67,181,2008,2006-2009,Saturday,July,3,83.0,70.0
2008-07-06,54,65,120,2008,2006-2009,Sunday,July,3,84.0,71.0
2008-07-07,65,86,127,2008,2006-2009,Monday,July,3,86.0,73.0
2008-07-08,47,57,146,2008,2006-2009,Tuesday,July,3,90.0,74.0
2008-07-09,76,88,110,2008,2006-2009,Wednesday,July,3,86.0,72.0
2008-07-10,48,55,135,2008,2006-2009,Thursday,July,3,87.0,71.0
2008-07-11,54,65,117,2008,2006-2009,Friday,July,3,90.0,73.0
2008-07-12,65,74,147,2008,2006-2009,Saturday,July,3,91.0,71.0
2008-07-13,72,80,126,2008,2006-2009,Sunday,July,3,90.0,69.0
2008-07-14,55,69,133,2008,2006-2009,Monday,July,3,84.0,70.0
2008-07-15,54,62,104,2008,2006-2009,Tuesday,July,3,92.0,72.0
2008-07-16,51,66,109,2008,2006-2009,Wednesday,July,3,93.0,74.0
2008-07-17,56,63,132,2008,2006-2009,Thursday,July,3,96.0,77.0
2008-07-18,65,75,116,2008,2006-2009,Friday,July,3,96.0,76.0
2008-07-19,71,83,115,2008,2006-2009,Saturday,July,3,96.0,78.0
2008-07-20,82,87,116,2008,2006-2009,Sunday,July,3,95.0,76.0
2008-07-21,49,58,111,2008,2006-2009,Monday,July,3,92.0,79.0
2008-07-22,71,84,117,2008,2006-2009,Tuesday,July,3,93.0,74.0
2008-07-23,48,58,96,2008,2006-2009,Wednesday,July,3,89.0,68.0
2008-07-24,62,72,119,2008,2006-2009,Thursday,July,3,84.0,67.0
2008-07-25,51,67,109,2008,2006-2009,Friday,July,3,88.0,72.0
2008-07-26,66,76,121,2008,2006-2009,Saturday,July,3,88.0,74.0
2008-07-27,61,72,160,2008,2006-2009,Sunday,July,3,88.0,67.0
2008-07-28,56,77,131,2008,2006-2009,Monday,July,3,89.0,74.0
2008-07-29,67,82,139,2008,2006-2009,Tuesday,July,3,92.0,76.0
2008-07-30,75,90,117,2008,2006-2009,Wednesday,July,3,92.0,76.0
2008-07-31,74,82,125,2008,2006-2009,Thursday,July,3,87.0,76.0
2008-08-01,62,77,135,2008,2006-2009,Friday,August,3,90.0,75.0
2008-08-02,68,84,119,2008,2006-2009,Saturday,August,3,86.0,69.0
2008-08-03,60,72,137,2008,2006-2009,Sunday,August,3,85.0,70.0
2008-08-04,53,68,129,2008,2006-2009,Monday,August,3,88.0,74.0
2008-08-05,65,74,137,2008,2006-2009,Tuesday,August,3,91.0,74.0
2008-08-06,51,60,121,2008,2006-2009,Wednesday,August,3,91.0,73.0
2008-08-07,60,70,105,2008,2006-2009,Thursday,August,3,88.0,66.0
2008-08-08,73,83,116,2008,2006-2009,Friday,August,3,88.0,65.0
2008-08-09,57,68,119,2008,2006-2009,Saturday,August,3,78.0,62.0
2008-08-10,65,68,110,2008,2006-2009,Sunday,August,3,83.0,61.0
2008-08-11,48,64,126,2008,2006-2009,Monday,August,3,75.0,62.0
2008-08-12,56,67,135,2008,2006-2009,Tuesday,August,3,83.0,61.0
2008-08-13,59,69,100,2008,2006-2009,Wednesday,August,3,87.0,71.0
2008-08-14,48,61,118,2008,2006-2009,Thursday,August,3,87.0,66.0
2008-08-15,44,50,103,2008,2006-2009,Friday,August,3,83.0,65.0
2008-08-16,82,93,120,2008,2006-2009,Saturday,August,3,84.0,67.0
2008-08-17,66,76,136,2008,2006-2009,Sunday,August,3,86.0,71.0
2008-08-18,59,73,141,2008,2006-2009,Monday,August,3,90.0,72.0
2008-08-19,66,79,115,2008,2006-2009,Tuesday,August,3,88.0,61.0
2008-08-20,41,54,116,2008,2006-2009,Wednesday,August,3,82.0,63.0
2008-08-21,54,61,118,2008,2006-2009,Thursday,August,3,86.0,68.0
2008-08-22,56,68,127,2008,2006-2009,Friday,August,3,87.0,66.0
2008-08-23,43,49,138,2008,2006-2009,Saturday,August,3,86.0,71.0
2008-08-24,70,77,114,2008,2006-2009,Sunday,August,3,87.0,71.0
2008-08-25,60,72,128,2008,2006-2009,Monday,August,3,85.0,61.0
2008-08-26,76,88,111,2008,2006-2009,Tuesday,August,3,85.0,61.0
2008-08-27,78,92,107,2008,2006-2009,Wednesday,August,3,81.0,66.0
2008-08-28,44,56,107,2008,2006-2009,Thursday,August,3,81.0,69.0
2008-08-29,51,60,117,2008,2006-2009,Friday,August,3,82.0,70.0
2008-08-30,74,89,124,2008,2006-2009,Saturday,August,3,86.0,67.0
2008-08-31,68,71,121,2008,2006-2009,Sunday,August,3,89.0,65.0
2008-09-01,62,72,123,2008,2006-2009,Monday,September,3,87.0,67.0
2008-09-02,51,66,124,2008,2006-2009,Tuesday,September,3,91.0,69.0
2008-09-03,55,61,132,2008,2006-2009,Wednesday,September,3,91.0,73.0
2008-09-04,50,54,101,2008,2006-2009,Thursday,September,3,95.0,74.0
2008-09-05,57,67,79,2008,2006-2009,Friday,September,3,91.0,75.0
2008-09-06,63,72,109,2008,2006-2009,Saturday,September,3,80.0,66.0
2008-09-07,45,52,128,2008,2006-2009,Sunday,September,3,83.0,68.0
2008-09-08,55,63,113,2008,2006-2009,Monday,September,3,84.0,72.0
2008-09-09,47,55,103,2008,2006-2009,Tuesday,September,3,76.0,63.0
2008-09-10,57,68,107,2008,2006-2009,Wednesday,September,3,78.0,61.0
2008-09-11,48,57,116,2008,2006-2009,Thursday,September,3,75.0,66.0
2008-09-12,55,66,108,2008,2006-2009,Friday,September,3,76.0,69.0
2008-09-13,55,69,131,2008,2006-2009,Saturday,September,3,87.0,75.0
2008-09-14,70,75,144,2008,2006-2009,Sunday,September,3,93.0,77.0
2008-09-15,60,68,123,2008,2006-2009,Monday,September,3,84.0,62.0
2008-09-16,61,68,131,2008,2006-2009,Tuesday,September,3,73.0,50.0
2008-09-17,66,80,73,2008,2006-2009,Wednesday,September,3,77.0,61.0
2008-09-18,74,80,104,2008,2006-2009,Thursday,September,3,79.0,57.0
2008-09-19,66,76,135,2008,2006-2009,Friday,September,3,69.0,54.0
2008-09-20,71,81,135,2008,2006-2009,Saturday,September,3,74.0,57.0
2008-09-21,83,97,139,2008,2006-2009,Sunday,September,3,82.0,62.0
2008-09-22,60,71,130,2008,2006-2009,Monday,September,3,77.0,57.0
2008-09-23,67,78,112,2008,2006-2009,Tuesday,September,3,73.0,56.0
2008-09-24,71,85,113,2008,2006-2009,Wednesday,September,3,73.0,56.0
2008-09-25,57,64,95,2008,2006-2009,Thursday,September,3,68.0,56.0
2008-09-26,66,77,117,2008,2006-2009,Friday,September,3,70.0,63.0
2008-09-27,57,62,143,2008,2006-2009,Saturday,September,3,74.0,68.0
2008-09-28,71,79,157,2008,2006-2009,Sunday,September,3,78.0,64.0
2008-09-29,47,58,111,2008,2006-2009,Monday,September,3,73.0,56.0
2008-09-30,55,66,126,2008,2006-2009,Tuesday,September,3,74.0,60.0
2008-10-01,64,76,120,2008,2006-2009,Wednesday,October,4,73.0,52.0
2008-10-02,59,70,128,2008,2006-2009,Thursday,October,4,65.0,52.0
2008-10-03,52,66,126,2008,2006-2009,Friday,October,4,68.0,54.0
2008-10-04,67,79,140,2008,2006-2009,Saturday,October,4,69.0,56.0
2008-10-05,69,77,150,2008,2006-2009,Sunday,October,4,73.0,54.0
2008-10-06,61,73,124,2008,2006-2009,Monday,October,4,68.0,34.0
2008-10-07,49,57,97,2008,2006-2009,Tuesday,October,4,66.0,40.0
2008-10-08,68,76,136,2008,2006-2009,Wednesday,October,4,67.0,55.0
2008-10-09,57,63,118,2008,2006-2009,Thursday,October,4,77.0,60.0
2008-10-10,44,48,115,2008,2006-2009,Friday,October,4,77.0,57.0
2008-10-11,58,66,124,2008,2006-2009,Saturday,October,4,74.0,54.0
2008-10-12,56,63,135,2008,2006-2009,Sunday,October,4,76.0,59.0
2008-10-13,65,73,134,2008,2006-2009,Monday,October,4,81.0,59.0
2008-10-14,71,84,132,2008,2006-2009,Tuesday,October,4,78.0,62.0
2008-10-15,62,71,115,2008,2006-2009,Wednesday,October,4,79.0,65.0
2008-10-16,70,76,134,2008,2006-2009,Thursday,October,4,82.0,44.0
2008-10-17,67,77,118,2008,2006-2009,Friday,October,4,63.0,42.0
2008-10-18,84,95,118,2008,2006-2009,Saturday,October,4,59.0,43.0
2008-10-19,52,61,139,2008,2006-2009,Sunday,October,4,57.0,34.0
2008-10-20,69,79,92,2008,2006-2009,Monday,October,4,63.0,47.0
2008-10-21,58,65,94,2008,2006-2009,Tuesday,October,4,62.0,38.0
2008-10-22,56,63,123,2008,2006-2009,Wednesday,October,4,53.0,39.0
2008-10-23,58,64,122,2008,2006-2009,Thursday,October,4,57.0,36.0
2008-10-24,48,53,133,2008,2006-2009,Friday,October,4,62.0,48.0
2008-10-25,71,78,113,2008,2006-2009,Saturday,October,4,69.0,32.0
2008-10-26,78,85,130,2008,2006-2009,Sunday,October,4,63.0,45.0
2008-10-27,69,77,135,2008,2006-2009,Monday,October,4,58.0,35.0
2008-10-28,51,56,111,2008,2006-2009,Tuesday,October,4,46.0,39.0
2008-10-29,43,51,99,2008,2006-2009,Wednesday,October,4,47.0,34.0
2008-10-30,83,93,261,2008,2006-2009,Thursday,October,4,52.0,31.0
2008-10-31,59,62,167,2008,2006-2009,Friday,October,4,64.0,43.0
2008-11-01,68,76,149,2008,2006-2009,Saturday,November,4,71.0,42.0
2008-11-02,73,78,140,2008,2006-2009,Sunday,November,4,53.0,45.0
2008-11-03,62,74,144,2008,2006-2009,Monday,November,4,60.0,51.0
2008-11-04,52,60,137,2008,2006-2009,Tuesday,November,4,61.0,55.0
2008-11-05,59,67,116,2008,2006-2009,Wednesday,November,4,64.0,57.0
2008-11-06,62,64,115,2008,2006-2009,Thursday,November,4,65.0,57.0
2008-11-07,59,68,120,2008,2006-2009,Friday,November,4,64.0,57.0
2008-11-08,42,48,134,2008,2006-2009,Saturday,November,4,60.0,48.0
2008-11-09,46,51,157,2008,2006-2009,Sunday,November,4,57.0,43.0
2008-11-10,48,54,142,2008,2006-2009,Monday,November,4,51.0,36.0
2008-11-11,65,73,131,2008,2006-2009,Tuesday,November,4,50.0,41.0
2008-11-12,54,62,108,2008,2006-2009,Wednesday,November,4,53.0,44.0
2008-11-13,58,65,87,2008,2006-2009,Thursday,November,4,59.0,47.0
2008-11-14,63,72,97,2008,2006-2009,Friday,November,4,67.0,57.0
2008-11-15,59,65,138,2008,2006-2009,Saturday,November,4,70.0,30.0
2008-11-16,55,60,152,2008,2006-2009,Sunday,November,4,49.0,38.0
2008-11-17,60,69,108,2008,2006-2009,Monday,November,4,47.0,36.0
2008-11-18,44,47,86,2008,2006-2009,Tuesday,November,4,40.0,29.0
2008-11-19,50,56,92,2008,2006-2009,Wednesday,November,4,36.0,26.0
2008-11-20,52,58,80,2008,2006-2009,Thursday,November,4,39.0,37.0
2008-11-21,56,61,107,2008,2006-2009,Friday,November,4,36.0,27.0
2008-11-22,40,42,135,2008,2006-2009,Saturday,November,4,33.0,24.0
2008-11-23,54,60,129,2008,2006-2009,Sunday,November,4,37.0,26.0
2008-11-24,64,72,103,2008,2006-2009,Monday,November,4,49.0,32.0
2008-11-25,46,53,115,2008,2006-2009,Tuesday,November,4,45.0,37.0
2008-11-26,50,55,117,2008,2006-2009,Wednesday,November,4,43.0,36.0
2008-11-27,55,57,87,2008,2006-2009,Thursday,November,4,46.0,36.0
2008-11-28,50,61,116,2008,2006-2009,Friday,November,4,47.0,38.0
2008-11-29,50,56,125,2008,2006-2009,Saturday,November,4,47.0,34.0
2008-11-30,51,57,121,2008,2006-2009,Sunday,November,4,46.0,35.0
2008-12-01,66,71,129,2008,2006-2009,Monday,December,4,57.0,40.0
2008-12-02,47,54,100,2008,2006-2009,Tuesday,December,4,42.0,36.0
2008-12-03,74,83,93,2008,2006-2009,Wednesday,December,4,45.0,37.0
2008-12-04,38,46,91,2008,2006-2009,Thursday,December,4,51.0,34.0
2008-12-05,63,67,98,2008,2006-2009,Friday,December,4,41.0,25.0
2008-12-06,61,64,123,2008,2006-2009,Saturday,December,4,36.0,29.0
2008-12-07,43,49,143,2008,2006-2009,Sunday,December,4,35.0,20.0
2008-12-08,62,69,121,2008,2006-2009,Monday,December,4,40.0,22.0
2008-12-09,53,63,120,2008,2006-2009,Tuesday,December,4,63.0,40.0
2008-12-10,77,87,109,2008,2006-2009,Wednesday,December,4,65.0,34.0
2008-12-11,50,54,99,2008,2006-2009,Thursday,December,4,42.0,38.0
2008-12-12,63,65,133,2008,2006-2009,Friday,December,4,46.0,24.0
2008-12-14,58,61,121,2008,2006-2009,Sunday,December,4,56.0,29.0
2008-12-15,45,51,134,2008,2006-2009,Monday,December,4,66.0,40.0
2008-12-16,65,72,121,2008,2006-2009,Tuesday,December,4,41.0,32.0
2008-12-17,60,66,104,2008,2006-2009,Wednesday,December,4,41.0,35.0
2008-12-18,55,61,106,2008,2006-2009,Thursday,December,4,43.0,34.0
2008-12-19,65,66,106,2008,2006-2009,Friday,December,4,37.0,27.0
2008-12-20,45,53,142,2008,2006-2009,Saturday,December,4,37.0,25.0
2008-12-21,50,58,113,2008,2006-2009,Sunday,December,4,37.0,15.0
2008-12-22,38,42,89,2008,2006-2009,Monday,December,4,27.0,16.0
2008-12-23,57,63,104,2008,2006-2009,Tuesday,December,4,31.0,16.0
2008-12-24,51,54,82,2008,2006-2009,Wednesday,December,4,61.0,31.0
2008-12-25,51,54,72,2008,2006-2009,Thursday,December,4,60.0,33.0
2008-12-26,61,68,114,2008,2006-2009,Friday,December,4,44.0,31.0
2008-12-27,71,79,138,2008,2006-2009,Saturday,December,4,62.0,42.0
2008-12-28,54,56,128,2008,2006-2009,Sunday,December,4,66.0,48.0
2008-12-29,51,59,103,2008,2006-2009,Monday,December,4,49.0,39.0
2008-12-30,67,73,120,2008,2006-2009,Tuesday,December,4,46.0,34.0
2008-12-31,43,52,99,2008,2006-2009,Wednesday,December,4,30.0,18.0
2009-01-01,77,81,135,2009,2006-2009,Thursday,January,1,28.0,17.0
2009-01-02,64,76,103,2009,2006-2009,Friday,January,1,35.0,26.0
2009-01-03,55,58,106,2009,2006-2009,Saturday,January,1,36.0,30.0
2009-01-04,57,61,121,2009,2006-2009,Sunday,January,1,42.0,27.0
2009-01-05,55,60,104,2009,2006-2009,Monday,January,1,46.0,38.0
2009-01-06,43,52,88,2009,2006-2009,Tuesday,January,1,40.0,30.0
2009-01-07,61,65,92,2009,2006-2009,Wednesday,January,1,41.0,31.0
2009-01-08,43,49,104,2009,2006-2009,Thursday,January,1,38.0,28.0
2009-01-09,59,63,116,2009,2006-2009,Friday,January,1,32.0,26.0
2009-01-10,47,49,132,2009,2006-2009,Saturday,January,1,32.0,27.0
2009-01-11,48,53,120,2009,2006-2009,Sunday,January,1,32.0,26.0
2009-01-12,37,41,106,2009,2006-2009,Monday,January,1,34.0,23.0
2009-01-13,62,66,103,2009,2006-2009,Tuesday,January,1,40.0,29.0
2009-01-14,51,53,102,2009,2006-2009,Wednesday,January,1,35.0,18.0
2009-01-15,36,42,92,2009,2006-2009,Thursday,January,1,25.0,15.0
2009-01-16,53,58,72,2009,2006-2009,Friday,January,1,16.0,8.0
2009-01-17,55,58,79,2009,2006-2009,Saturday,January,1,22.0,6.0
2009-01-18,49,53,104,2009,2006-2009,Sunday,January,1,36.0,22.0
2009-01-19,44,53,91,2009,2006-2009,Monday,January,1,32.0,23.0
2009-01-20,41,43,85,2009,2006-2009,Tuesday,January,1,28.0,17.0
2009-01-21,41,50,102,2009,2006-2009,Wednesday,January,1,25.0,17.0
2009-01-22,49,53,88,2009,2006-2009,Thursday,January,1,39.0,22.0
2009-01-23,63,66,111,2009,2006-2009,Friday,January,1,52.0,30.0
2009-01-24,45,54,117,2009,2006-2009,Saturday,January,1,45.0,22.0
2009-01-25,48,51,101,2009,2006-2009,Sunday,January,1,28.0,17.0
2009-01-26,39,44,97,2009,2006-2009,Monday,January,1,28.0,20.0
2009-01-27,57,62,82,2009,2006-2009,Tuesday,January,1,30.0,24.0
2009-01-28,36,39,60,2009,2006-2009,Wednesday,January,1,40.0,23.0
2009-01-29,32,37,74,2009,2006-2009,Thursday,January,1,31.0,24.0
2009-01-30,61,66,80,2009,2006-2009,Friday,January,1,36.0,25.0
2009-01-31,40,42,99,2009,2006-2009,Saturday,January,1,34.0,22.0
2009-02-01,55,58,117,2009,2006-2009,Sunday,February,1,53.0,34.0
2009-02-02,48,53,102,2009,2006-2009,Monday,February,1,56.0,33.0
2009-02-03,53,61,105,2009,2006-2009,Tuesday,February,1,35.0,23.0
2009-02-04,29,30,72,2009,2006-2009,Wednesday,February,1,33.0,14.0
2009-02-05,40,42,79,2009,2006-2009,Thursday,February,1,22.0,16.0
2009-02-06,37,44,81,2009,2006-2009,Friday,February,1,35.0,21.0
2009-02-07,41,45,110,2009,2006-2009,Saturday,February,1,58.0,31.0
2009-02-08,43,47,111,2009,2006-2009,Sunday,February,1,61.0,34.0
2009-02-09,48,57,93,2009,2006-2009,Monday,February,1,51.0,40.0
2009-02-10,40,51,92,2009,2006-2009,Tuesday,February,1,53.0,43.0
2009-02-11,39,45,110,2009,2006-2009,Wednesday,February,1,68.0,52.0
2009-02-12,43,50,115,2009,2006-2009,Thursday,February,1,56.0,40.0
2009-02-13,50,54,103,2009,2006-2009,Friday,February,1,43.0,31.0
2009-02-14,49,55,112,2009,2006-2009,Saturday,February,1,42.0,29.0
2009-02-15,50,56,115,2009,2006-2009,Sunday,February,1,43.0,29.0
2009-02-16,41,45,125,2009,2006-2009,Monday,February,1,42.0,25.0
2009-02-17,46,51,98,2009,2006-2009,Tuesday,February,1,44.0,29.0
2009-02-18,52,53,87,2009,2006-2009,Wednesday,February,1,46.0,37.0
2009-02-19,60,68,88,2009,2006-2009,Thursday,February,1,48.0,24.0
2009-02-20,35,38,86,2009,2006-2009,Friday,February,1,34.0,26.0
2009-02-21,49,58,146,2009,2006-2009,Saturday,February,1,42.0,30.0
2009-02-22,45,51,103,2009,2006-2009,Sunday,February,1,42.0,27.0
2009-02-23,40,43,102,2009,2006-2009,Monday,February,1,35.0,21.0
2009-02-24,41,45,92,2009,2006-2009,Tuesday,February,1,39.0,26.0
2009-02-25,43,47,113,2009,2006-2009,Wednesday,February,1,45.0,31.0
2009-02-26,41,45,83,2009,2006-2009,Thursday,February,1,56.0,34.0
2009-02-27,47,53,95,2009,2006-2009,Friday,February,1,64.0,32.0
2009-02-28,60,65,131,2009,2006-2009,Saturday,February,1,42.0,28.0
2009-03-01,56,62,119,2009,2006-2009,Sunday,March,1,38.0,21.0
2009-03-02,29,32,61,2009,2006-2009,Monday,March,1,25.0,13.0
2009-03-03,36,41,60,2009,2006-2009,Tuesday,March,1,29.0,18.0
2009-03-04,41,44,76,2009,2006-2009,Wednesday,March,1,35.0,26.0
2009-03-05,43,47,77,2009,2006-2009,Thursday,March,1,46.0,34.0
2009-03-06,58,62,119,2009,2006-2009,Friday,March,1,64.0,45.0
2009-03-07,57,63,133,2009,2006-2009,Saturday,March,1,72.0,57.0
2009-03-08,61,66,127,2009,2006-2009,Sunday,March,1,67.0,48.0
2009-03-09,52,56,115,2009,2006-2009,Monday,March,1,60.0,40.0
2009-03-10,47,51,97,2009,2006-2009,Tuesday,March,1,48.0,42.0
2009-03-11,50,58,108,2009,2006-2009,Wednesday,March,1,62.0,35.0
2009-03-12,39,46,99,2009,2006-2009,Thursday,March,1,45.0,30.0
2009-03-13,51,52,106,2009,2006-2009,Friday,March,1,45.0,34.0
2009-03-14,64,69,155,2009,2006-2009,Saturday,March,1,50.0,39.0
2009-03-15,57,61,139,2009,2006-2009,Sunday,March,1,49.0,41.0
2009-03-16,52,57,103,2009,2006-2009,Monday,March,1,53.0,40.0
2009-03-17,42,48,103,2009,2006-2009,Tuesday,March,1,59.0,39.0
2009-03-18,57,60,108,2009,2006-2009,Wednesday,March,1,63.0,46.0
2009-03-19,45,49,97,2009,2006-2009,Thursday,March,1,53.0,35.0
2009-03-20,51,55,124,2009,2006-2009,Friday,March,1,47.0,32.0
2009-03-21,42,46,144,2009,2006-2009,Saturday,March,1,51.0,36.0
2009-03-22,46,54,110,2009,2006-2009,Sunday,March,1,58.0,31.0
2009-03-23,46,51,99,2009,2006-2009,Monday,March,1,46.0,26.0
2009-03-24,34,42,102,2009,2006-2009,Tuesday,March,1,51.0,35.0
2009-03-25,44,48,123,2009,2006-2009,Wednesday,March,1,56.0,41.0
2009-03-26,46,50,107,2009,2006-2009,Thursday,March,1,54.0,42.0
