dispatch_date,violent_offense_count,felony_count,misdemeanor_count,year,year_group,dispatch_wday,dispatch_month,dispatch_quarter,tmax,tmin
2006-12-24,47,63,141,2006,2006-2009,Sunday,December,4,53.0,42.0
2006-12-25,34,42,64,2006,2006-2009,Monday,December,4,48.0,40.0
2006-12-26,55,90,121,2006,2006-2009,Tuesday,December,4,52.0,43.0
2006-12-27,76,99,105,2006,2006-2009,Wednesday,December,4,43.0,38.0
2006-12-28,52,76,123,2006,2006-2009,Thursday,December,4,50.0,35.0
2006-12-29,51,66,116,2006,2006-2009,Friday,December,4,52.0,41.0
2006-12-30,70,88,115,2006,2006-2009,Saturday,December,4,52.0,41.0
2006-12-31,57,84,111,2006,2006-2009,Sunday,December,4,45.0,34.0
2007-01-01,150,190,286,2007,2006-2009,Monday,January,1,57.0,44.0
2007-01-02,60,89,133,2007,2006-2009,Tuesday,January,1,49.0,40.0
2007-01-03,51,75,103,2007,2006-2009,Wednesday,January,1,52.0,35.0
2007-01-04,61,85,101,2007,2006-2009,Thursday,January,1,58.0,41.0
2007-01-05,70,91,105,2007,2006-2009,Friday,January,1,62.0,52.0
2007-01-06,82,99,147,2007,2006-2009,Saturday,January,1,70.0,56.0
2007-01-07,58,79,135,2007,2006-2009,Sunday,January,1,57.0,43.0
2007-01-08,50,80,116,2007,2006-2009,Monday,January,1,55.0,38.0
2007-01-09,51,74,119,2007,2006-2009,Tuesday,January,1,44.0,34.0
2007-01-10,46,77,105,2007,2006-2009,Wednesday,January,1,36.0,29.0
2007-01-11,55,69,100,2007,2006-2009,Thursday,January,1,39.0,26.0
2007-01-12,59,75,132,2007,2006-2009,Friday,January,1,48.0,34.0
2007-01-13,70,92,128,2007,2006-2009,Saturday,January,1,59.0,47.0
2007-01-14,54,85,119,2007,2006-2009,Sunday,January,1,54.0,47.0
2007-01-15,47,70,134,2007,2006-2009,Monday,January,1,63.0,43.0
2007-01-16,51,87,112,2007,2006-2009,Tuesday,January,1,61.0,27.0
2007-01-17,48,64,94,2007,2006-2009,Wednesday,January,1,33.0,20.0
2007-01-18,49,75,84,2007,2006-2009,Thursday,January,1,36.0,26.0
2007-01-19,59,90,101,2007,2006-2009,Friday,January,1,41.0,32.0
2007-01-20,61,85,112,2007,2006-2009,Saturday,January,1,33.0,24.0
2007-01-21,49,62,105,2007,2006-2009,Sunday,January,1,28.0,20.0
2007-01-22,60,91,92,2007,2006-2009,Monday,January,1,34.0,25.0
2007-01-23,68,97,93,2007,2006-2009,Tuesday,January,1,37.0,30.0
2007-01-24,57,81,105,2007,2006-2009,Wednesday,January,1,39.0,32.0
2007-01-25,46,66,104,2007,2006-2009,Thursday,January,1,35.0,17.0
2007-01-26,37,51,121,2007,2006-2009,Friday,January,1,25.0,9.0
2007-01-27,48,62,105,2007,2006-2009,Saturday,January,1,42.0,24.0
2007-01-28,59,87,131,2007,2006-2009,Sunday,January,1,42.0,30.0
2007-01-29,37,60,106,2007,2006-2009,Monday,January,1,30.0,22.0
2007-01-30,55,79,79,2007,2006-2009,Tuesday,January,1,37.0,22.0
2007-02-01,50,65,95,2007,2006-2009,Thursday,February,1,35.0,27.0
2007-02-02,55,79,122,2007,2006-2009,Friday,February,1,40.0,31.0
2007-02-03,44,60,97,2007,2006-2009,Saturday,February,1,33.0,21.0
2007-02-04,40,55,119,2007,2006-2009,Sunday,February,1,30.0,16.0
2007-02-05,53,80,91,2007,2006-2009,Monday,February,1,16.0,8.0
2007-02-06,39,65,96,2007,2006-2009,Tuesday,February,1,19.0,8.0
2007-02-07,34,57,90,2007,2006-2009,Wednesday,February,1,23.0,13.0
2007-02-08,43,71,95,2007,2006-2009,Thursday,February,1,26.0,14.0
2007-02-09,48,70,102,2007,2006-2009,Friday,February,1,30.0,18.0
2007-02-10,59,81,127,2007,2006-2009,Saturday,February,1,31.0,21.0
2007-02-11,45,69,103,2007,2006-2009,Sunday,February,1,32.0,18.0
2007-02-12,42,73,111,2007,2006-2009,Monday,February,1,43.0,27.0
2007-02-13,45,62,82,2007,2006-2009,Tuesday,February,1,39.0,21.0
2007-02-14,36,52,57,2007,2006-2009,Wednesday,February,1,34.0,18.0
2007-02-15,28,44,54,2007,2006-2009,Thursday,February,1,21.0,13.0
2007-02-16,37,56,71,2007,2006-2009,Friday,February,1,25.0,13.0
2007-02-17,50,67,85,2007,2006-2009,Saturday,February,1,35.0,19.0
2007-02-18,62,75,92,2007,2006-2009,Sunday,February,1,32.0,20.0
2007-02-19,50,69,83,2007,2006-2009,Monday,February,1,29.0,13.0
2007-02-20,36,55,87,2007,2006-2009,Tuesday,February,1,46.0,29.0
2007-02-21,55,80,89,2007,2006-2009,Wednesday,February,1,51.0,39.0
2007-02-22,40,68,91,2007,2006-2009,Thursday,February,1,45.0,35.0
2007-02-23,55,77,108,2007,2006-2009,Friday,February,1,38.0,25.0
2007-02-24,47,64,106,2007,2006-2009,Saturday,February,1,38.0,19.0
2007-02-25,53,80,120,2007,2006-2009,Sunday,February,1,35.0,27.0
2007-02-26,34,55,86,2007,2006-2009,Monday,February,1,37.0,32.0
2007-02-27,49,77,91,2007,2006-2009,Tuesday,February,1,47.0,35.0
2007-02-28,49,72,88,2007,2006-2009,Wednesday,February,1,43.0,35.0
2007-03-01,52,74,108,2007,2006-2009,Thursday,March,1,51.0,36.0
2007-03-02,60,83,117,2007,2006-2009,Friday,March,1,60.0,40.0
2007-03-03,55,73,150,2007,2006-2009,Saturday,March,1,56.0,37.0
2007-03-04,50,85,146,2007,2006-2009,Sunday,March,1,39.0,32.0
2007-03-05,55,81,124,2007,2006-2009,Monday,March,1,40.0,23.0
2007-03-06,54,79,92,2007,2006-2009,Tuesday,March,1,25.0,15.0
2007-03-07,43,68,74,2007,2006-2009,Wednesday,March,1,25.0,15.0
2007-03-08,46,61,97,2007,2006-2009,Thursday,March,1,35.0,18.0
2007-03-09,47,67,114,2007,2006-2009,Friday,March,1,39.0,19.0
2007-03-10,66,102,133,2007,2006-2009,Saturday,March,1,61.0,32.0
2007-03-11,50,76,126,2007,2006-2009,Sunday,March,1,52.0,39.0
2007-03-12,62,88,134,2007,2006-2009,Monday,March,1,55.0,36.0
2007-03-13,51,77,117,2007,2006-2009,Tuesday,March,1,67.0,40.0
2007-03-14,53,74,111,2007,2006-2009,Wednesday,March,1,78.0,52.0
2007-03-15,55,80,112,2007,2006-2009,Thursday,March,1,69.0,39.0
2007-03-16,32,50,81,2007,2006-2009,Friday,March,1,40.0,25.0
2007-03-17,38,47,84,2007,2006-2009,Saturday,March,1,33.0,26.0
2007-03-18,42,59,95,2007,2006-2009,Sunday,March,1,39.0,26.0
2007-03-19,58,78,90,2007,2006-2009,Monday,March,1,46.0,30.0
2007-03-20,41,59,101,2007,2006-2009,Tuesday,March,1,52.0,36.0
2007-03-21,57,82,103,2007,2006-2009,Wednesday,March,1,49.0,29.0
2007-03-22,40,65,115,2007,2006-2009,Thursday,March,1,68.0,41.0
2007-03-23,57,73,142,2007,2006-2009,Friday,March,1,64.0,52.0
2007-03-24,54,74,131,2007,2006-2009,Saturday,March,1,56.0,48.0
2007-03-25,69,92,135,2007,2006-2009,Sunday,March,1,58.0,41.0
2007-03-26,50,66,136,2007,2006-2009,Monday,March,1,57.0,39.0
2007-03-27,48,70,129,2007,2006-2009,Tuesday,March,1,82.0,51.0
2007-03-28,54,74,111,2007,2006-2009,Wednesday,March,1,70.0,50.0
2007-03-29,49,63,122,2007,2006-2009,Thursday,March,1,59.0,38.0
2007-03-30,64,81,125,2007,2006-2009,Friday,March,1,65.0,40.0
2007-03-31,68,95,140,2007,2006-2009,Saturday,March,1,57.0,46.0
2007-04-01,65,94,137,2007,2006-2009,Sunday,April,2,53.0,43.0
2007-04-02,49,76,155,2007,2006-2009,Monday,April,2,77.0,43.0
2007-04-03,45,60,144,2007,2006-2009,Tuesday,April,2,69.0,45.0
2007-04-04,39,67,128,2007,2006-2009,Wednesday,April,2,46.0,41.0
2007-04-05,43,67,138,2007,2006-2009,Thursday,April,2,42.0,34.0
2007-04-06,41,63,151,2007,2006-2009,Friday,April,2,42.0,32.0
2007-04-07,52,72,159,2007,2006-2009,Saturday,April,2,39.0,32.0
2007-04-08,58,76,119,2007,2006-2009,Sunday,April,2,40.0,30.0
2007-04-09,52,73,126,2007,2006-2009,Monday,April,2,44.0,32.0
2007-04-10,50,61,116,2007,2006-2009,Tuesday,April,2,49.0,35.0
2007-04-11,45,66,114,2007,2006-2009,Wednesday,April,2,56.0,37.0
2007-04-12,52,69,110,2007,2006-2009,Thursday,April,2,51.0,40.0
2007-04-13,72,92,131,2007,2006-2009,Friday,April,2,50.0,42.0
2007-04-14,57,77,132,2007,2006-2009,Saturday,April,2,56.0,39.0
2007-04-15,56,74,104,2007,2006-2009,Sunday,April,2,48.0,41.0
2007-04-16,41,60,110,2007,2006-2009,Monday,April,2,43.0,33.0
2007-04-17,40,65,119,2007,2006-2009,Tuesday,April,2,51.0,40.0
2007-04-18,57,76,141,2007,2006-2009,Wednesday,April,2,53.0,41.0
2007-04-19,51,83,141,2007,2006-2009,Thursday,April,2,57.0,45.0
2007-04-20,69,83,94,2007,2006-2009,Friday,April,2,72.0,43.0
2007-04-21,64,89,132,2007,2006-2009,Saturday,April,2,77.0,47.0
2007-04-22,64,96,117,2007,2006-2009,Sunday,April,2,81.0,58.0
2007-04-23,54,76,143,2007,2006-2009,Monday,April,2,82.0,59.0
2007-04-24,54,77,113,2007,2006-2009,Tuesday,April,2,78.0,63.0
2007-04-25,62,76,135,2007,2006-2009,Wednesday,April,2,74.0,49.0
2007-04-26,49,71,122,2007,2006-2009,Thursday,April,2,60.0,47.0
2007-04-27,51,73,122,2007,2006-2009,Friday,April,2,62.0,47.0
2007-04-28,62,84,136,2007,2006-2009,Saturday,April,2,67.0,54.0
2007-04-29,55,78,166,2007,2006-2009,Sunday,April,2,71.0,53.0
2007-04-30,52,72,133,2007,2006-2009,Monday,April,2,82.0,55.0
2007-05-01,64,82,131,2007,2006-2009,Tuesday,May,2,72.0,56.0
2007-05-02,61,80,122,2007,2006-2009,Wednesday,May,2,73.0,55.0
2007-05-03,57,68,123,2007,2006-2009,Thursday,May,2,72.0,54.0
2007-05-04,85,96,143,2007,2006-2009,Friday,May,2,72.0,53.0
2007-05-05,67,83,124,2007,2006-2009,Saturday,May,2,74.0,52.0
2007-05-06,68,86,137,2007,2006-2009,Sunday,May,2,62.0,47.0
2007-05-07,48,67,134,2007,2006-2009,Monday,May,2,66.0,44.0
2007-05-08,54,71,123,2007,2006-2009,Tuesday,May,2,74.0,48.0
2007-05-09,55,71,117,2007,2006-2009,Wednesday,May,2,78.0,57.0
2007-05-10,65,86,111,2007,2006-2009,Thursday,May,2,80.0,65.0
2007-05-11,90,110,157,2007,2006-2009,Friday,May,2,83.0,64.0
2007-05-12,75,93,122,2007,2006-2009,Saturday,May,2,79.0,58.0
2007-05-13,65,72,137,2007,2006-2009,Sunday,May,2,71.0,53.0
2007-05-14,65,80,149,2007,2006-2009,Monday,May,2,67.0,51.0
2007-05-15,62,76,116,2007,2006-2009,Tuesday,May,2,81.0,56.0
2007-05-16,51,69,93,2007,2006-2009,Wednesday,May,2,83.0,62.0
2007-05-17,53,73,121,2007,2006-2009,Thursday,May,2,70.0,54.0
2007-05-18,61,79,146,2007,2006-2009,Friday,May,2,63.0,51.0
2007-05-19,59,76,150,2007,2006-2009,Saturday,May,2,66.0,48.0
2007-05-20,47,59,152,2007,2006-2009,Sunday,May,2,74.0,54.0
2007-05-21,64,72,129,2007,2006-2009,Monday,May,2,72.0,54.0
2007-05-22,59,73,132,2007,2006-2009,Tuesday,May,2,79.0,54.0
2007-05-23,64,82,120,2007,2006-2009,Wednesday,May,2,76.0,56.0
2007-05-24,55,70,127,2007,2006-2009,Thursday,May,2,79.0,58.0
2007-05-25,71,92,136,2007,2006-2009,Friday,May,2,85.0,62.0
2007-05-26,70,88,120,2007,2006-2009,Saturday,May,2,89.0,65.0
2007-05-27,45,69,128,2007,2006-2009,Sunday,May,2,88.0,65.0
2007-05-28,58,67,123,2007,2006-2009,Monday,May,2,80.0,68.0
2007-05-29,66,86,135,2007,2006-2009,Tuesday,May,2,82.0,64.0
2007-05-30,70,93,136,2007,2006-2009,Wednesday,May,2,87.0,63.0
2007-05-31,55,75,115,2007,2006-2009,Thursday,May,2,90.0,68.0
2007-06-01,58,74,117,2007,2006-2009,Friday,June,2,87.0,68.0
2007-06-02,68,81,125,2007,2006-2009,Saturday,June,2,86.0,71.0
2007-06-03,69,87,131,2007,2006-2009,Sunday,June,2,76.0,63.0
2007-06-04,61,78,146,2007,2006-2009,Monday,June,2,78.0,64.0
2007-06-05,70,88,139,2007,2006-2009,Tuesday,June,2,78.0,68.0
2007-06-06,68,90,127,2007,2006-2009,Wednesday,June,2,71.0,59.0
2007-06-07,67,78,112,2007,2006-2009,Thursday,June,2,82.0,59.0
2007-06-08,62,78,132,2007,2006-2009,Friday,June,2,95.0,67.0
2007-06-09,75,97,124,2007,2006-2009,Saturday,June,2,87.0,67.0
2007-06-10,50,65,137,2007,2006-2009,Sunday,June,2,78.0,65.0
2007-06-11,41,55,122,2007,2006-2009,Monday,June,2,84.0,65.0
2007-06-12,61,79,129,2007,2006-2009,Tuesday,June,2,87.0,67.0
2007-06-13,55,74,140,2007,2006-2009,Wednesday,June,2,74.0,59.0
2007-06-14,48,67,119,2007,2006-2009,Thursday,June,2,63.0,56.0
2007-06-15,56,73,109,2007,2006-2009,Friday,June,2,74.0,59.0
2007-06-16,41,54,150,2007,2006-2009,Saturday,June,2,82.0,62.0
2007-06-17,79,96,132,2007,2006-2009,Sunday,June,2,88.0,67.0
2007-06-18,51,76,159,2007,2006-2009,Monday,June,2,91.0,71.0
2007-06-19,55,70,128,2007,2006-2009,Tuesday,June,2,91.0,68.0
2007-06-20,55,75,112,2007,2006-2009,Wednesday,June,2,82.0,67.0
2007-06-21,50,69,127,2007,2006-2009,Thursday,June,2,82.0,63.0
2007-06-22,56,80,147,2007,2006-2009,Friday,June,2,78.0,66.0
2007-06-23,56,71,138,2007,2006-2009,Saturday,June,2,77.0,58.0
2007-06-24,60,71,111,2007,2006-2009,Sunday,June,2,83.0,62.0
2007-06-25,60,88,126,2007,2006-2009,Monday,June,2,83.0,66.0
2007-06-26,63,85,139,2007,2006-2009,Tuesday,June,2,91.0,73.0
2007-06-27,69,88,124,2007,2006-2009,Wednesday,June,2,92.0,72.0
2007-06-28,57,81,112,2007,2006-2009,Thursday,June,2,88.0,72.0
2007-06-29,71,104,139,2007,2006-2009,Friday,June,2,77.0,70.0
2007-06-30,80,98,156,2007,2006-2009,Saturday,June,2,83.0,68.0
2007-07-01,58,76,141,2007,2006-2009,Sunday,July,3,76.0,64.0
2007-07-02,54,73,130,2007,2006-2009,Monday,July,3,75.0,58.0
2007-07-03,42,53,131,2007,2006-2009,Tuesday,July,3,82.0,62.0
2007-07-04,56,63,109,2007,2006-2009,Wednesday,July,3,78.0,63.0
2007-07-05,68,87,127,2007,2006-2009,Thursday,July,3,79.0,69.0
2007-07-06,52,63,110,2007,2006-2009,Friday,July,3,85.0,68.0
2007-07-07,80,92,137,2007,2006-2009,Saturday,July,3,85.0,69.0
2007-07-08,82,94,109,2007,2006-2009,Sunday,July,3,90.0,72.0
2007-07-09,54,74,108,2007,2006-2009,Monday,July,3,94.0,75.0
2007-07-10,55,75,133,2007,2006-2009,Tuesday,July,3,96.0,78.0
2007-07-11,80,90,145,2007,2006-2009,Wednesday,July,3,88.0,72.0
2007-07-12,68,88,152,2007,2006-2009,Thursday,July,3,81.0,68.0
2007-07-13,58,68,148,2007,2006-2009,Friday,July,3,82.0,71.0
2007-07-14,75,86,124,2007,2006-2009,Saturday,July,3,84.0,69.0
2007-07-15,53,61,159,2007,2006-2009,Sunday,July,3,90.0,72.0
2007-07-16,66,90,117,2007,2006-2009,Monday,July,3,87.0,73.0
2007-07-17,57,75,111,2007,2006-2009,Tuesday,July,3,92.0,72.0
2007-07-18,57,73,130,2007,2006-2009,Wednesday,July,3,88.0,74.0
2007-07-19,62,81,143,2007,2006-2009,Thursday,July,3,85.0,74.0
2007-07-20,73,86,119,2007,2006-2009,Friday,July,3,81.0,70.0
2007-07-21,81,93,117,2007,2006-2009,Saturday,July,3,83.0,63.0
2007-07-22,71,88,110,2007,2006-2009,Sunday,July,3,83.0,68.0
2007-07-23,71,96,119,2007,2006-2009,Monday,July,3,73.0,64.0
2007-07-24,62,76,145,2007,2006-2009,Tuesday,July,3,86.0,63.0
2007-07-25,64,85,118,2007,2006-2009,Wednesday,July,3,88.0,69.0
2007-07-26,51,69,130,2007,2006-2009,Thursday,July,3,89.0,72.0
2007-07-27,53,67,133,2007,2006-2009,Friday,July,3,91.0,72.0
2007-07-28,58,81,126,2007,2006-2009,Saturday,July,3,89.0,72.0
2007-07-29,62,76,123,2007,2006-2009,Sunday,July,3,82.0,73.0
2007-07-30,61,72,126,2007,2006-2009,Monday,July,3,86.0,73.0
2007-07-31,63,81,153,2007,2006-2009,Tuesday,July,3,89.0,72.0
2007-08-01,56,77,132,2007,2006-2009,Wednesday,August,3,94.0,73.0
2007-08-02,66,81,130,2007,2006-2009,Thursday,August,3,95.0,77.0
2007-08-03,61,73,112,2007,2006-2009,Friday,August,3,92.0,74.0
2007-08-04,68,74,134,2007,2006-2009,Saturday,August,3,95.0,75.0
2007-08-05,61,75,119,2007,2006-2009,Sunday,August,3,82.0,72.0
2007-08-06,49,64,96,2007,2006-2009,Monday,August,3,85.0,72.0
2007-08-07,61,74,110,2007,2006-2009,Tuesday,August,3,94.0,78.0
2007-08-08,60,77,117,2007,2006-2009,Wednesday,August,3,94.0,79.0
2007-08-09,54,66,140,2007,2006-2009,Thursday,August,3,90.0,72.0
2007-08-10,45,65,116,2007,2006-2009,Friday,August,3,86.0,60.0
2007-08-11,67,83,150,2007,2006-2009,Saturday,August,3,85.0,60.0
2007-08-12,53,65,135,2007,2006-2009,Sunday,August,3,88.0,70.0
2007-08-13,68,85,163,2007,2006-2009,Monday,August,3,90.0,74.0
2007-08-14,56,79,145,2007,2006-2009,Tuesday,August,3,86.0,67.0
2007-08-15,53,66,147,2007,2006-2009,Wednesday,August,3,87.0,68.0
2007-08-16,48,63,137,2007,2006-2009,Thursday,August,3,86.0,76.0
2007-08-17,54,72,117,2007,2006-2009,Friday,August,3,87.0,72.0
2007-08-18,52,68,128,2007,2006-2009,Saturday,August,3,79.0,63.0
2007-08-19,62,73,111,2007,2006-2009,Sunday,August,3,74.0,62.0
2007-08-20,43,62,114,2007,2006-2009,Monday,August,3,66.0,60.0
2007-08-21,45,64,110,2007,2006-2009,Tuesday,August,3,63.0,58.0
2007-08-22,52,63,128,2007,2006-2009,Wednesday,August,3,67.0,55.0
2007-08-23,57,77,128,2007,2006-2009,Thursday,August,3,78.0,62.0
2007-08-24,48,72,120,2007,2006-2009,Friday,August,3,83.0,67.0
2007-08-25,62,81,133,2007,2006-2009,Saturday,August,3,93.0,72.0
2007-08-26,52,78,119,2007,2006-2009,Sunday,August,3,85.0,68.0
2007-08-27,59,76,121,2007,2006-2009,Monday,August,3,85.0,68.0
2007-08-28,62,78,126,2007,2006-2009,Tuesday,August,3,85.0,69.0
2007-08-29,61,85,112,2007,2006-2009,Wednesday,August,3,86.0,68.0
2007-08-30,64,71,102,2007,2006-2009,Thursday,August,3,90.0,70.0
2007-08-31,69,81,121,2007,2006-2009,Friday,August,3,76.0,71.0
2007-09-01,72,83,141,2007,2006-2009,Saturday,September,3,81.0,61.0
2007-09-02,69,80,121,2007,2006-2009,Sunday,September,3,81.0,61.0
2007-09-03,65,79,115,2007,2006-2009,Monday,September,3,83.0,64.0
2007-09-04,56,72,129,2007,2006-2009,Tuesday,September,3,87.0,70.0
2007-09-05,55,72,121,2007,2006-2009,Wednesday,September,3,85.0,67.0
2007-09-06,54,68,103,2007,2006-2009,Thursday,September,3,87.0,68.0
2007-09-07,61,78,120,2007,2006-2009,Friday,September,3,89.0,70.0
2007-09-08,75,90,120,2007,2006-2009,Saturday,September,3,88.0,70.0
2007-09-09,67,84,152,2007,2006-2009,Sunday,September,3,87.0,70.0
2007-09-10,55,71,105,2007,2006-2009,Monday,September,3,77.0,72.0
2007-09-11,62,76,124,2007,2006-2009,Tuesday,September,3,77.0,72.0
2007-09-12,62,82,111,2007,2006-2009,Wednesday,September,3,75.0,64.0
2007-09-13,61,77,106,2007,2006-2009,Thursday,September,3,80.0,61.0
2007-09-14,50,64,113,2007,2006-2009,Friday,September,3,79.0,67.0
2007-09-15,73,86,143,2007,2006-2009,Saturday,September,3,70.0,58.0
2007-09-16,53,74,117,2007,2006-2009,Sunday,September,3,68.0,51.0
2007-09-17,52,68,109,2007,2006-2009,Monday,September,3,70.0,52.0
2007-09-18,44,59,114,2007,2006-2009,Tuesday,September,3,71.0,53.0
2007-09-19,54,70,117,2007,2006-2009,Wednesday,September,3,78.0,55.0
2007-09-20,73,83,125,2007,2006-2009,Thursday,September,3,77.0,61.0
2007-09-21,56,74,138,2007,2006-2009,Friday,September,3,85.0,64.0
2007-09-22,68,88,124,2007,2006-2009,Saturday,September,3,83.0,66.0
2007-09-23,63,77,160,2007,2006-2009,Sunday,September,3,81.0,68.0
2007-09-24,56,62,140,2007,2006-2009,Monday,September,3,79.0,65.0
2007-09-25,58,78,117,2007,2006-2009,Tuesday,September,3,84.0,62.0
2007-09-26,48,67,134,2007,2006-2009,Wednesday,September,3,88.0,67.0
2007-09-27,62,79,117,2007,2006-2009,Thursday,September,3,87.0,71.0
2007-09-28,66,76,132,2007,2006-2009,Friday,September,3,79.0,64.0
2007-09-29,76,93,128,2007,2006-2009,Saturday,September,3,77.0,59.0
2007-09-30,70,85,157,2007,2006-2009,Sunday,September,3,79.0,58.0
2007-10-01,64,81,119,2007,2006-2009,Monday,October,4,75.0,60.0
2007-10-02,53,65,99,2007,2006-2009,Tuesday,October,4,77.0,60.0
2007-10-03,62,74,118,2007,2006-2009,Wednesday,October,4,83.0,65.0
2007-10-04,57,71,128,2007,2006-2009,Thursday,October,4,83.0,67.0
2007-10-05,51,68,131,2007,2006-2009,Friday,October,4,79.0,67.0
2007-10-06,67,79,135,2007,2006-2009,Saturday,October,4,80.0,65.0
2007-10-07,65,80,148,2007,2006-2009,Sunday,October,4,87.0,68.0
2007-10-08,60,70,152,2007,2006-2009,Monday,October,4,87.0,68.0
2007-10-09,56,80,115,2007,2006-2009,Tuesday,October,4,86.0,63.0
2007-10-10,53,72,118,2007,2006-2009,Wednesday,October,4,67.0,64.0
2007-10-11,59,74,138,2007,2006-2009,Thursday,October,4,68.0,52.0
2007-10-12,52,73,101,2007,2006-2009,Friday,October,4,61.0,46.0
2007-10-13,50,63,124,2007,2006-2009,Saturday,October,4,61.0,46.0
2007-10-14,46,56,149,2007,2006-2009,Sunday,October,4,66.0,48.0
2007-10-15,45,65,104,2007,2006-2009,Monday,October,4,69.0,50.0
2007-10-16,60,83,115,2007,2006-2009,Tuesday,October,4,72.0,58.0
2007-10-17,52,68,133,2007,2006-2009,Wednesday,October,4,76.0,61.0
2007-10-18,52,73,132,2007,2006-2009,Thursday,October,4,78.0,63.0
2007-10-19,64,75,105,2007,2006-2009,Friday,October,4,77.0,60.0
2007-10-20,87,104,151,2007,2006-2009,Saturday,October,4,70.0,59.0
2007-10-21,84,95,147,2007,2006-2009,Sunday,October,4,78.0,52.0
2007-10-22,71,91,142,2007,2006-2009,Monday,October,4,78.0,58.0
2007-10-23,52,66,90,2007,2006-2009,Tuesday,October,4,78.0,66.0
2007-10-24,49,73,117,2007,2006-2009,Wednesday,October,4,73.0,55.0
2007-10-25,54,72,115,2007,2006-2009,Thursday,October,4,56.0,49.0
2007-10-26,56,66,112,2007,2006-2009,Friday,October,4,60.0,53.0
2007-10-27,72,90,137,2007,2006-2009,Saturday,October,4,69.0,56.0
2007-10-28,58,72,143,2007,2006-2009,Sunday,October,4,56.0,46.0
2007-10-29,53,69,133,2007,2006-2009,Monday,October,4,54.0,40.0
2007-10-30,54,65,116,2007,2006-2009,Tuesday,October,4,62.0,44.0
2007-10-31,59,83,147,2007,2006-2009,Wednesday,October,4,65.0,46.0
2007-11-01,53,68,107,2007,2006-2009,Thursday,November,4,67.0,50.0
2007-11-02,64,71,105,2007,2006-2009,Friday,November,4,56.0,43.0
2007-11-03,49,70,123,2007,2006-2009,Saturday,November,4,58.0,42.0
2007-11-04,46,66,150,2007,2006-2009,Sunday,November,4,55.0,45.0
2007-11-05,60,78,144,2007,2006-2009,Monday,November,4,58.0,41.0
2007-11-06,37,53,140,2007,2006-2009,Tuesday,November,4,53.0,40.0
2007-11-07,41,55,99,2007,2006-2009,Wednesday,November,4,50.0,38.0
2007-11-08,56,73,114,2007,2006-2009,Thursday,November,4,46.0,34.0
2007-11-09,43,61,111,2007,2006-2009,Friday,November,4,47.0,35.0
2007-11-10,53,69,161,2007,2006-2009,Saturday,November,4,45.0,38.0
2007-11-11,70,83,138,2007,2006-2009,Sunday,November,4,51.0,35.0
2007-11-12,55,74,144,2007,2006-2009,Monday,November,4,50.0,44.0
2007-11-13,54,72,116,2007,2006-2009,Tuesday,November,4,62.0,47.0
2007-11-14,67,79,139,2007,2006-2009,Wednesday,November,4,61.0,43.0
2007-11-15,50,67,128,2007,2006-2009,Thursday,November,4,61.0,42.0
2007-11-16,51,64,127,2007,2006-2009,Friday,November,4,44.0,37.0
2007-11-17,57,72,170,2007,2006-2009,Saturday,November,4,46.0,34.0
2007-11-18,50,64,134,2007,2006-2009,Sunday,November,4,43.0,38.0
2007-11-19,49,65,122,2007,2006-2009,Monday,November,4,43.0,37.0
2007-11-20,46,62,129,2007,2006-2009,Tuesday,November,4,50.0,42.0
2007-11-21,67,81,129,2007,2006-2009,Wednesday,November,4,64.0,48.0
2007-11-22,50,62,113,2007,2006-2009,Thursday,November,4,69.0,41.0
2007-11-23,46,61,108,2007,2006-2009,Friday,November,4,42.0,32.0
2007-11-24,46,66,105,2007,2006-2009,Saturday,November,4,41.0,28.0
2007-11-25,52,67,141,2007,2006-2009,Sunday,November,4,49.0,34.0
2007-11-26,65,76,122,2007,2006-2009,Monday,November,4,62.0,41.0
2007-11-27,63,82,128,2007,2006-2009,Tuesday,November,4,62.0,43.0
2007-11-28,46,61,137,2007,2006-2009,Wednesday,November,4,46.0,35.0
2007-11-29,43,54,109,2007,2006-2009,Thursday,November,4,51.0,37.0
2007-11-30,52,65,155,2007,2006-2009,Friday,November,4,41.0,33.0
2007-12-01,44,54,143,2007,2006-2009,Saturday,December,4,38.0,29.0
2007-12-02,44,53,150,2007,2006-2009,Sunday,December,4,37.0,24.0
2007-12-03,53,74,117,2007,2006-2009,Monday,December,4,47.0,32.0
2007-12-04,49,55,116,2007,2006-2009,Tuesday,December,4,35.0,30.0
2007-12-05,51,67,126,2007,2006-2009,Wednesday,December,4,32.0,26.0
2007-12-06,39,57,79,2007,2006-2009,Thursday,December,4,33.0,19.0
2007-12-07,45,57,116,2007,2006-2009,Friday,December,4,34.0,25.0
2007-12-08,51,65,151,2007,2006-2009,Saturday,December,4,49.0,33.0
2007-12-09,62,74,160,2007,2006-2009,Sunday,December,4,40.0,35.0
2007-12-10,52,91,132,2007,2006-2009,Monday,December,4,45.0,37.0
2007-12-11,63,90,122,2007,2006-2009,Tuesday,December,4,46.0,38.0
2007-12-12,48,77,140,2007,2006-2009,Wednesday,December,4,46.0,39.0
